KodPP;DataOdczytu;Kierunek;H01;H02;H03;H04;H05;H06;H07;H08;H09;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23;H24
590543520100010199;20230101;En. Czynna zbilansowana;,460;,940;,440;,980;,440;,280;,250;,180;,100;-,900;-,260;-1,950;-2,210;-1,010;-,190;,320;1,220;1,620;1,500;1,310;1,310;1,630;1,340;1,790
590543520100010199;20230102;En. Czynna zbilansowana;1,080;,560;,390;,320;,230;,180;,460;,600;,290;-,080;-,300;-,300;,340;1,420;1,320;2,180;2,270;2,310;2,010;1,930;1,730;1,090;1,220;1,320
590543520100010199;20230103;En. Czynna zbilansowana;,370;,790;,310;,320;,310;,560;,220;,750;-,470;-,340;,380;,140;-,910;-,200;,450;1,250;1,170;1,010;,880;,840;,570;,770;,980;,710
590543520100010199;20230104;En. Czynna zbilansowana;1,430;,280;,310;,370;,340;,520;,980;,690;,800;-,400;-1,110;-,830;-,070;1,890;1,120;1,380;1,190;1,320;1,250;1,140;1,180;1,180;1,390;,460
590543520100010199;20230105;En. Czynna zbilansowana;,720;,350;,190;,230;,200;,200;,500;,470;,640;,320;,280;-,580;,790;,870;,500;,910;1,040;1,890;1,890;,630;,590;,510;,550;,880
590543520100010199;20230106;En. Czynna zbilansowana;,390;,660;,130;,120;,220;,200;,280;,380;,380;,270;,270;,070;1,060;1,880;1,510;,300;,500;,320;,620;,430;,500;,530;1,000;,490
590543520100010199;20230107;En. Czynna zbilansowana;,780;,510;,580;,630;,670;,640;,670;,980;,680;,330;,560;1,590;,160;2,940;2,050;1,810;1,670;1,220;,530;,390;,410;,530;1,040;,500
590543520100010199;20230108;En. Czynna zbilansowana;1,390;,330;,270;,180;,190;,160;,380;,280;,200;-,380;-,170;-,100;,200;1,260;1,680;,950;,440;1,000;,590;,510;,730;,690;,930;,430
590543520100010199;20230109;En. Czynna zbilansowana;1,450;,550;,190;,120;,190;,390;1,260;1,030;-,350;-,560;-,220;1,060;,350;2,270;1,720;1,010;1,100;1,420;1,820;1,700;1,530;1,600;1,430;,800
590543520100010199;20230110;En. Czynna zbilansowana;,820;,820;,510;,570;,560;,500;,870;,620;,660;,540;,360;,600;1,780;2,030;1,950;,890;1,120;1,330;1,680;1,160;1,060;,750;,750;,420
590543520100010199;20230111;En. Czynna zbilansowana;,790;,190;,170;,170;,170;,130;,570;,210;,260;,680;,110;,180;,080;1,480;,660;1,230;1,580;1,510;1,730;1,930;1,670;1,690;2,080;1,440
590543520100010199;20230112;En. Czynna zbilansowana;1,220;,290;,210;,140;,190;,170;,270;,500;,190;,300;-,040;-,180;,090;,430;2,050;1,560;1,750;1,480;1,510;1,300;1,630;1,160;,600;,920
590543520100010199;20230113;En. Czynna zbilansowana;,470;,720;,240;,180;,210;,420;,410;,400;-,180;,590;,210;,790;,060;,540;,800;,780;,700;,840;,850;,880;1,300;1,280;1,650;1,270
590543520100010199;20230114;En. Czynna zbilansowana;1,410;1,170;,920;,880;,880;,840;,420;,290;-,300;,470;-,620;-,400;,140;,540;,840;1,690;2,230;1,210;,270;,400;1,150;1,250;1,430;1,200
590543520100010199;20230115;En. Czynna zbilansowana;1,570;,930;,200;,190;,160;,160;,320;,420;,060;-,100;-,280;-,170;-,280;1,720;1,410;1,510;1,440;1,340;1,070;1,300;,960;1,870;1,620;1,680
590543520100010199;20230116;En. Czynna zbilansowana;1,020;,660;,120;,120;,170;,230;,380;,200;,300;1,270;1,120;1,300;1,580;3,270;1,550;,990;,880;,860;2,070;2,140;2,110;1,590;2,170;1,630
590543520100010199;20230117;En. Czynna zbilansowana;2,450;1,590;1,000;,830;,170;,160;,160;,150;,120;1,440;,730;,670;1,210;1,900;1,950;1,400;1,600;1,690;1,230;1,170;1,540;1,420;1,960;1,560
590543520100010199;20230118;En. Czynna zbilansowana;1,250;,480;,170;,160;,170;,160;,250;,340;,310;,340;,440;,330;1,260;1,580;,600;,580;,840;,590;1,480;1,540;,850;,490;,980;,440
590543520100010199;20230119;En. Czynna zbilansowana;,820;,160;,150;,160;,160;,190;,210;,400;,260;,610;,990;1,180;1,040;2,220;1,430;1,380;,690;,880;,490;1,160;1,390;1,770;2,290;1,560
590543520100010199;20230120;En. Czynna zbilansowana;1,250;,250;,170;,210;,210;,170;,230;,580;,560;1,760;1,480;1,640;2,000;2,830;1,670;1,200;,990;,970;1,810;1,940;1,520;,900;,630;1,140
590543520100010199;20230121;En. Czynna zbilansowana;,610;,810;,250;,190;,130;,230;,140;,350;,870;1,310;,560;1,770;2,800;2,560;1,420;3,440;2,050;1,490;1,180;1,330;1,410;1,330;1,380;1,140
590543520100010199;20230122;En. Czynna zbilansowana;1,240;,480;,230;,230;,320;,280;,370;,730;1,170;1,200;1,400;1,020;1,270;1,980;2,300;1,280;1,330;1,920;1,640;1,800;1,820;2,100;1,080;1,590
590543520100010199;20230123;En. Czynna zbilansowana;1,030;,940;,810;,720;,740;,820;,710;1,660;1,740;1,670;,860;,610;,570;1,070;1,720;1,330;,860;1,620;1,510;,500;,610;1,330;1,500;1,000
590543520100010199;20230124;En. Czynna zbilansowana;,880;,190;,370;,210;,210;,190;,190;,760;1,100;,890;,660;,550;,610;1,470;,640;,470;,500;,430;,400;,860;,780;,420;,810;,290
590543520100010199;20230125;En. Czynna zbilansowana;,670;,170;,160;,150;,190;,300;,170;,500;,630;,360;,350;,440;,740;2,100;2,490;,530;,780;1,120;1,780;,860;,780;,670;1,330;1,640
590543520100010199;20230126;En. Czynna zbilansowana;,630;,900;,350;,550;,380;,620;,560;,380;,390;,350;,340;,260;,570;1,370;1,400;,400;1,160;,580;,580;1,240;,880;,860;1,060;,630
590543520100010199;20230127;En. Czynna zbilansowana;,980;,540;,370;,380;,380;,400;,370;,510;,270;,990;,140;,140;1,140;2,030;1,880;1,090;1,140;,780;,710;,920;1,150;1,180;1,530;,720
590543520100010199;20230128;En. Czynna zbilansowana;1,420;,590;,500;,460;,520;,460;,590;,700;,800;,440;2,600;2,700;3,200;3,250;2,450;1,520;2,050;1,790;2,400;1,830;2,270;1,840;2,390;1,820
590543520100010199;20230129;En. Czynna zbilansowana;1,140;,490;,480;,470;,490;,560;,910;,490;,420;,230;-,340;-1,130;,160;1,540;,980;,640;,840;1,120;1,320;,920;1,930;1,910;1,700;2,010
590543520100010199;20230130;En. Czynna zbilansowana;1,680;1,240;,660;,900;,440;,790;,660;,850;1,000;,190;,230;,450;,890;3,120;1,720;1,310;1,720;1,640;2,050;1,470;1,300;1,650;1,520;1,830
590543520100010199;20230131;En. Czynna zbilansowana;,790;1,060;,580;,420;,480;,720;,540;,460;,540;-,150;-,330;-,510;-,400;,480;1,280;,850;1,080;1,350;1,660;,940;,490;1,430;1,840;1,690
590543520100010199;20230201;En. Czynna zbilansowana;1,780;,500;,220;,210;,210;,190;,630;,250;-,180;-,770;,300;-,710;-,790;,360;1,550;,530;1,280;1,080;,530;,820;1,600;1,530;1,450;,830
590543520100010199;20230202;En. Czynna zbilansowana;1,190;,660;,610;,600;1,090;,510;,210;,630;-,020;-,050;,080;,030;-,380;,630;1,450;,770;,840;,880;,890;,500;,630;,540;1,230;,960
590543520100010199;20230203;En. Czynna zbilansowana;1,360;,860;,850;,690;,210;,530;,590;,280;,060;-,460;-1,130;-1,240;-1,540;-,260;2,200;,660;,770;,680;,620;1,210;1,220;1,770;1,740;1,890
590543520100010199;20230204;En. Czynna zbilansowana;,890;1,240;,690;,470;,340;,530;,540;,410;,760;,480;,430;,520;-,030;,750;,970;,840;,520;,700;1,200;,380;1,100;1,110;1,320;,520
590543520100010199;20230205;En. Czynna zbilansowana;,320;,270;,280;,230;,220;,260;,510;,210;,840;,870;,220;1,290;1,290;,680;1,210;1,390;1,570;1,590;1,420;1,040;1,050;1,670;1,020;1,590
590543520100010199;20230206;En. Czynna zbilansowana;,890;,860;,910;,790;,870;,630;1,030;,380;,300;,620;,540;-1,000;-1,420;-,990;1,030;,710;1,010;,990;1,510;1,610;1,100;1,140;1,120;2,070
590543520100010199;20230207;En. Czynna zbilansowana;1,700;1,960;1,510;1,240;,920;1,160;,750;,390;,250;,180;,090;,210;,810;2,580;4,230;2,120;2,080;1,760;1,870;1,670;1,360;1,250;2,230;1,640
590543520100010199;20230208;En. Czynna zbilansowana;2,120;,910;,880;,910;,990;1,240;,810;,010;-,490;-1,750;-2,730;-3,130;-2,380;-,390;-1,340;,240;,800;1,120;1,130;1,040;1,230;1,240;1,160;1,520
590543520100010199;20230209;En. Czynna zbilansowana;1,060;1,580;1,180;1,020;,960;1,330;1,100;,420;-1,010;-2,680;-2,150;-2,290;-3,460;-1,840;-,840;,820;1,250;,940;1,160;1,240;1,070;,950;2,140;1,730
590543520100010199;20230210;En. Czynna zbilansowana;2,200;1,510;1,370;1,310;1,430;1,280;,850;,480;-1,460;-1,160;-,710;-,660;-,610;,090;2,300;,960;1,380;1,430;1,590;2,090;1,200;,980;1,310;1,930
590543520100010199;20230211;En. Czynna zbilansowana;1,660;2,190;1,280;1,320;1,320;1,460;1,850;,940;,060;-,930;-1,440;,640;1,560;2,070;2,520;1,910;1,420;1,950;,520;,510;,430;1,030;1,070;1,750
590543520100010199;20230212;En. Czynna zbilansowana;1,050;1,070;,900;,890;,950;1,210;1,090;1,440;1,640;-2,750;-3,260;-3,620;-2,770;-,910;-,350;1,640;2,080;3,330;2,190;,790;1,630;1,510;1,850;1,890
590543520100010199;20230213;En. Czynna zbilansowana;1,550;,970;,930;,830;,870;1,070;1,240;,240;,130;-,630;-,770;-,070;,110;1,150;,490;,460;,710;,750;,950;1,440;1,460;1,400;1,690;1,470
590543520100010199;20230214;En. Czynna zbilansowana;1,240;,800;,290;,150;,170;,170;,510;,020;-,150;-,240;-,460;-,530;-,730;1,390;2,880;,900;1,360;,750;1,060;1,670;1,600;2,290;2,740;1,860
590543520100010199;20230215;En. Czynna zbilansowana;1,950;,940;,910;,860;,840;1,100;,920;,890;,220;-,120;-,360;-,500;-1,280;-,820;-,900;,080;,960;1,410;1,160;1,450;,700;,700;1,150;,840
590543520100010199;20230216;En. Czynna zbilansowana;,570;,720;,210;,210;,200;,200;,620;-,120;-1,430;-2,430;-3,250;-3,780;-3,090;-1,670;-,170;,190;,630;1,380;,950;,860;1,130;,830;,920;,920
590543520100010199;20230217;En. Czynna zbilansowana;,780;1,050;,650;,560;,540;,880;,650;,370;-,280;-,320;-,940;-,680;-,260;,150;1,000;,660;,970;1,100;1,200;1,070;1,080;,810;,730;,470
590543520100010199;20230218;En. Czynna zbilansowana;,720;,610;,200;,150;,170;,190;,430;,060;-,160;,920;-,140;-3,310;-3,530;-1,980;-,350;-,280;,290;,600;,430;,560;,600;,590;1,400;,550
590543520100010199;20230219;En. Czynna zbilansowana;,830;,350;,340;,320;,810;,490;,570;1,980;,930;-,250;-,770;-1,440;-1,490;-1,320;-,460;,860;1,620;1,040;1,410;1,140;1,730;1,790;,960;1,470
590543520100010199;20230220;En. Czynna zbilansowana;,870;,680;,610;,610;,600;,820;,760;-,080;-1,560;-1,860;-,970;-,230;,130;,980;1,390;,830;1,270;1,290;,820;,570;,590;,640;1,060;,980
590543520100010199;20230221;En. Czynna zbilansowana;1,610;,960;,960;,880;,900;1,260;,910;,450;-1,170;-,960;-1,150;-2,190;-1,900;1,180;,590;,730;,910;1,110;1,120;1,150;,810;,910;1,510;1,300
590543520100010199;20230222;En. Czynna zbilansowana;1,730;1,060;,960;,920;,920;1,290;,990;,420;-,350;-,760;-,250;,600;,080;1,720;1,020;,590;,970;,960;1,030;1,340;1,040;,830;1,250;,870
590543520100010199;20230223;En. Czynna zbilansowana;1,340;,670;,450;,390;,390;,630;,540;,220;-,490;-2,740;-4,010;-3,440;-3,790;-2,140;-,660;,600;,970;1,240;1,400;1,220;1,290;1,230;1,290;,860
590543520100010199;20230224;En. Czynna zbilansowana;,710;,850;,290;,300;,420;,650;,440;-,080;,240;-,140;,180;,360;,370;,670;1,170;,700;,890;,690;,690;,580;,690;,640;,600;,790
590543520100010199;20230225;En. Czynna zbilansowana;,390;,690;,110;,140;,140;,180;,270;,110;,120;,170;-1,220;-1,680;-2,530;-,430;-,140;,360;,390;,880;,740;1,590;1,110;1,100;1,180;,550
590543520100010199;20230226;En. Czynna zbilansowana;,940;,380;,300;,270;,380;,390;,530;,410;,350;,200;,270;,870;,290;,520;,840;1,500;,960;1,120;1,380;1,400;,950;1,460;,940;1,160
590543520100010199;20230227;En. Czynna zbilansowana;,480;,430;,310;,310;,300;,280;,310;-,100;-1,890;-2,770;-,910;-1,040;-,930;1,400;,210;,420;,610;,670;,840;,850;,870;,900;1,440;,900
590543520100010199;20230228;En. Czynna zbilansowana;1,210;,500;,330;,270;,320;,610;,310;-,560;-2,100;-3,360;-1,590;-3,820;-2,520;-2,490;-1,380;-,250;,790;,850;,800;1,320;1,510;1,300;1,690;,560
590543520100010199;20230301;En. Czynna zbilansowana;,930;,180;,160;,220;,150;,480;,140;-,290;-2,120;-3,640;-3,900;-3,380;-2,700;-2,820;-1,020;,180;1,240;1,290;1,180;1,290;1,080;,880;1,170;,550
590543520100010199;20230302;En. Czynna zbilansowana;1,120;,630;,630;,630;,610;,620;,840;,710;-,180;-,510;-,450;-,160;,040;,730;1,910;,800;,900;1,010;1,380;1,900;1,830;,940;,520;,940
590543520100010199;20230303;En. Czynna zbilansowana;,300;,770;,260;,200;,260;,520;,350;,060;-,020;-,810;-1,100;-,810;-1,930;-2,750;-,390;,050;,190;,890;1,050;1,330;1,090;1,010;,920;1,560
590543520100010199;20230304;En. Czynna zbilansowana;,900;1,200;,670;,640;,670;,730;,890;,720;,440;1,210;,520;,640;,640;3,610;2,880;1,730;1,260;1,790;3,630;1,800;1,720;2,020;1,370;1,100
590543520100010199;20230305;En. Czynna zbilansowana;1,200;,690;,740;,700;,740;,850;,730;-,490;-2,410;-3,740;-4,650;-1,750;-,280;,070;,220;,850;1,070;1,560;1,380;,730;,680;,750;1,200;1,320
590543520100010199;20230306;En. Czynna zbilansowana;,980;,810;,810;,750;,810;,810;1,120;,700;,290;,480;,210;-1,210;-,430;,440;,490;,540;,950;1,310;1,390;1,170;1,420;1,490;2,090;1,420
590543520100010199;20230307;En. Czynna zbilansowana;1,300;,850;,770;,710;,720;1,060;,720;,730;,010;,210;-1,020;-2,030;-1,040;-,150;-,060;,190;,900;1,170;,950;,680;,520;,610;1,180;,800
590543520100010199;20230308;En. Czynna zbilansowana;1,340;,940;,680;,710;,650;1,160;,660;,600;,680;-,660;-1,910;-2,270;-1,550;,210;-1,380;,070;,820;1,100;1,020;1,650;1,110;1,060;1,410;,860
590543520100010199;20230309;En. Czynna zbilansowana;1,400;,770;,760;,710;,780;,870;,870;1,190;,750;,710;,850;,980;1,030;1,770;2,270;1,370;1,510;1,150;1,020;1,290;1,360;1,400;1,900;1,100
590543520100010199;20230310;En. Czynna zbilansowana;1,310;,640;,570;,520;,570;,970;,610;,690;,450;,490;-,770;-,500;-1,620;-,270;-,860;-,070;,720;1,050;1,170;1,200;,950;,870;1,140;1,210
590543520100010199;20230311;En. Czynna zbilansowana;,790;,710;,270;,250;,370;,390;,320;,400;,490;,280;,200;,540;,880;1,920;2,680;,700;,790;1,200;1,060;,990;1,080;,530;1,130;,510
590543520100010199;20230312;En. Czynna zbilansowana;,870;,280;,250;,300;,240;,300;,520;,350;,440;,130;,200;-,670;-3,080;-2,420;-1,850;-,530;,610;,980;1,320;1,380;1,420;1,490;1,620;1,030
590543520100010199;20230313;En. Czynna zbilansowana;1,350;,350;,400;,340;,340;,500;,470;,040;,290;-,980;-2,590;-2,910;-3,730;-2,410;-,470;,260;,450;,780;1,460;1,420;1,290;1,370;1,240;1,340
590543520100010199;20230314;En. Czynna zbilansowana;,770;1,240;,720;,720;,770;,920;,410;-,370;-2,090;-1,320;-4,570;-4,810;-3,520;,460;,060;,470;,650;,740;,920;1,200;1,470;1,510;1,090;1,480
590543520100010199;20230315;En. Czynna zbilansowana;,910;1,170;,680;,720;,750;,830;,770;,370;,340;-,020;-,590;-1,060;-,590;,490;,920;-,340;,250;2,050;3,300;2,080;1,130;,930;1,130;,820
590543520100010199;20230316;En. Czynna zbilansowana;,940;,760;,570;,550;,510;,820;,290;-,790;-2,890;-4,070;-2,680;-3,890;-1,570;-2,490;-,480;,490;,460;1,050;1,560;1,490;1,780;1,790;1,580;1,370
590543520100010199;20230317;En. Czynna zbilansowana;,640;1,040;,520;,580;,530;,840;,370;-1,210;-2,590;-3,710;-2,330;-3,650;-4,870;-4,030;-1,800;-,710;,030;,750;,910;,610;,870;,670;1,130;2,110
590543520100010199;20230318;En. Czynna zbilansowana;,780;,680;,620;,550;,570;,880;,180;-1,290;-3,070;-4,000;-5,230;-4,630;-4,340;-3,840;-2,000;,960;,590;,950;,490;,570;1,400;1,420;1,020;1,470
590543520100010199;20230319;En. Czynna zbilansowana;,840;,610;,560;,540;,540;,640;,300;-,940;-2,380;-4,220;-5,140;-4,680;-3,550;-4,170;-1,420;-1,070;,400;,190;,770;1,120;1,490;1,140;1,470;,940
590543520100010199;20230320;En. Czynna zbilansowana;,860;,710;,560;,560;,490;,720;,230;-,690;-1,440;-1,860;-4,530;-4,860;-3,650;-1,790;-,560;,280;,610;,740;1,180;1,460;1,630;2,130;3,060;2,410
590543520100010199;20230321;En. Czynna zbilansowana;1,980;1,120;1,060;1,070;1,060;1,050;,560;,280;,200;-,190;,210;,070;-,780;,710;,210;,350;,510;,740;,350;,330;,500;,290;,860;,430
590543520100010199;20230322;En. Czynna zbilansowana;,860;,350;,200;,190;,200;,500;-,240;-1,280;-3,460;-4,570;-5,230;-5,330;-4,380;-2,020;-2,260;,900;-,040;,310;,530;,830;,420;,810;1,330;,780
590543520100010199;20230323;En. Czynna zbilansowana;,900;,300;,210;,190;,300;,280;,040;-1,180;-1,920;-,910;-1,520;-,860;-1,370;-1,510;,450;,410;,610;,760;,560;1,150;,610;,450;,270;,840
590543520100010199;20230324;En. Czynna zbilansowana;,310;,610;,220;,120;,150;,310;,170;-,170;-,360;-,950;-1,740;-4,380;-2,790;-2,300;-,040;-,240;,380;,590;,640;,530;,660;,790;,850;1,360
590543520100010199;20230325;En. Czynna zbilansowana;,640;,740;,160;,120;,240;,160;-,080;-,740;-1,000;-1,280;-1,260;-1,220;-,710;-1,580;-2,260;-,310;,180;,650;,560;,540;,950;,670;,880;,330
590543520100010199;20230326;En. Czynna zbilansowana;,230;;;,160;,130;,130;,110;,430;-,030;,660;-,720;-1,730;-1,530;-4,550;-2,120;-2,900;-1,290;-,450;,120;,320;,320;,370;1,040;,460
590543520100010199;20230327;En. Czynna zbilansowana;,280;,190;,120;,110;,130;,110;,400;,290;,440;,700;,120;-,500;-,530;,870;,930;,120;,670;,910;1,600;1,860;1,860;1,620;2,180;1,220
590543520100010199;20230328;En. Czynna zbilansowana;1,290;,380;,480;,310;,230;,700;,480;-,480;-1,710;-3,880;-3,890;-1,090;-1,060;-1,410;-1,750;-,360;,300;,400;,750;1,170;,530;,400;,780;1,040
590543520100010199;20230329;En. Czynna zbilansowana;,490;,890;,510;,470;,460;,620;,410;-,130;-1,910;-3,270;-4,830;-5,430;-6,050;-5,650;-4,620;-3,190;-1,430;,260;,940;1,000;,820;,740;,830;1,160
590543520100010199;20230330;En. Czynna zbilansowana;,610;,920;,480;,540;,570;,620;,370;,460;,040;-2,000;-1,510;-2,600;-,920;-,910;-2,830;-1,550;,830;,820;,530;1,130;,830;,860;1,140;,780
590543520100010199;20230331;En. Czynna zbilansowana;,960;,820;,560;,610;,620;,820;,590;,550;-1,030;-1,380;-1,190;-2,410;-3,430;-2,540;,710;-,530;-,530;-,400;,490;,570;,620;,770;,890;,610
590543520100010199;20230401;En. Czynna zbilansowana;,780;,660;,460;,430;,540;,500;,680;,220;-,770;-2,550;-4,150;-2,190;-,860;,300;-1,250;,560;,240;,680;,860;1,080;1,040;1,380;,910;1,230
590543520100010199;20230402;En. Czynna zbilansowana;,690;,580;,540;,410;,540;,480;,900;,610;,680;,430;,600;-,010;1,050;,360;,690;1,120;,430;,840;1,080;1,740;1,570;2,110;1,730;1,460
590543520100010199;20230403;En. Czynna zbilansowana;,760;,730;,730;,650;,710;1,020;,870;,740;,720;,830;,730;,590;,450;,150;,170;-,680;-,520;,310;1,110;1,310;1,850;1,580;1,890;1,040
590543520100010199;20230404;En. Czynna zbilansowana;1,440;,640;,680;,680;,660;,970;,710;,010;-,710;-3,320;-4,080;-1,350;-2,290;-1,350;-,930;-,440;-,510;-,230;,310;1,820;1,500;,790;1,740;1,100
590543520100010199;20230405;En. Czynna zbilansowana;1,470;,820;,810;,800;,850;1,130;1,010;,590;-,250;-,380;-,510;-2,900;-2,040;-1,320;-,570;-,290;-,240;,270;,890;1,130;1,030;1,170;1,380;,720
590543520100010199;20230406;En. Czynna zbilansowana;1,090;,380;,450;,510;,440;,490;,530;,160;,380;,240;,590;,650;1,130;,950;1,620;1,450;1,050;,980;1,390;1,290;1,210;,750;,860;1,290
590543520100010199;20230407;En. Czynna zbilansowana;,840;1,360;,840;,830;,730;,800;1,050;,690;,540;,790;-,820;,220;,380;,080;,400;-,770;,240;,420;,510;,690;1,260;,980;1,580;1,250
590543520100010199;20230408;En. Czynna zbilansowana;1,560;,730;,720;,700;,700;,670;,660;-,140;-1,280;-1,530;-3,790;-3,630;-4,070;-2,330;-,800;-,030;,320;,400;,750;1,740;1,800;1,520;2,250;1,520
590543520100010199;20230409;En. Czynna zbilansowana;1,380;1,090;,800;,690;,690;,780;,810;,060;-,580;-2,690;-2,450;-2,410;-3,520;-,380;,040;,410;-,320;,390;,650;1,580;2,020;2,110;1,600;2,210
590543520100010199;20230410;En. Czynna zbilansowana;1,030;,750;,700;,690;,720;,770;,530;,120;-1,020;-2,730;-3,270;-3,920;-5,260;-5,470;-1,600;,030;-,530;,400;,460;,850;,710;,660;1,050;1,120
590543520100010199;20230411;En. Czynna zbilansowana;1,160;,740;,540;,510;,610;,550;,670;-,160;-,760;-1,670;-2,740;-4,240;-4,990;-3,240;-1,010;-1,890;-1,830;-,200;,910;1,350;1,600;1,650;1,630;,920
590543520100010199;20230412;En. Czynna zbilansowana;1,350;,750;,710;,740;,700;,670;,840;,190;-,740;-2,500;-2,020;-3,590;-5,710;-4,430;,660;-,900;-,290;-,360;,150;,370;1,060;1,130;1,730;,920
590543520100010199;20230413;En. Czynna zbilansowana;1,280;,720;,720;,740;,700;,670;,580;-,160;-2,070;-3,810;-4,250;-4,840;-5,180;-4,280;-5,150;-3,550;-2,000;-,400;,380;,960;,690;,980;1,500;1,190
590543520100010199;20230414;En. Czynna zbilansowana;1,270;,740;,680;,660;,700;,760;,580;-,580;-2,150;-2,660;-4,580;-3,050;-3,340;-2,530;-2,480;-1,200;-,910;-,270;,410;,780;1,380;1,450;1,610;1,010
590543520100010199;20230415;En. Czynna zbilansowana;1,280;,620;,630;,640;,650;,710;,710;,400;,050;-,400;-,880;-,790;-2,690;,860;-1,830;-1,220;-1,730;-,670;,400;,990;,820;1,120;1,280;1,800
590543520100010199;20230416;En. Czynna zbilansowana;,360;,260;,250;,240;,300;,590;,240;-,390;-1,760;-3,320;-5,520;-5,950;-4,660;-3,200;-1,610;-2,390;-,890;-,340;,360;1,190;1,130;1,680;1,470;1,530
590543520100010199;20230417;En. Czynna zbilansowana;,640;,370;,310;,310;,300;,490;,370;-,390;-1,000;-1,730;-,880;-,420;-,160;,840;,780;,280;,200;,470;,850;1,270;1,050;,680;,860;,560
590543520100010199;20230418;En. Czynna zbilansowana;,620;,650;,290;,310;,310;,240;,420;,280;-1,440;-3,310;-1,690;-2,570;-4,340;-3,780;-2,260;-1,320;-,370;-,010;,560;,390;,780;,520;1,160;,620
590543520100010199;20230419;En. Czynna zbilansowana;,900;,300;,300;,290;,290;,410;,550;,440;-,480;-,630;-,500;-1,570;-3,710;-1,960;-3,010;-3,270;-2,020;-,540;,030;,310;,540;1,040;1,480;,940
590543520100010199;20230420;En. Czynna zbilansowana;,970;,280;,290;,350;,270;,230;,400;-,520;-,950;-3,220;-5,560;-2,810;-2,640;-1,200;-3,890;-2,560;-,790;,030;,170;,490;,620;,400;1,430;1,010
590543520100010199;20230421;En. Czynna zbilansowana;1,110;,540;,570;,540;,520;,540;,410;-1,070;-2,620;-4,640;-5,860;-5,650;-6,590;-5,290;-4,440;-4,040;-2,200;-,450;,460;,840;1,280;1,120;1,610;1,130
590543520100010199;20230422;En. Czynna zbilansowana;1,540;,430;,350;,340;,310;,280;-,030;-1,550;-2,260;-3,950;-3,530;-4,860;-2,650;-2,980;-1,960;-2,480;-,740;,160;,370;,870;,320;,430;,770;,600
590543520100010199;20230423;En. Czynna zbilansowana;,450;,350;,310;,300;,340;,380;,070;-,740;-2,460;-4,630;-5,770;-6,380;-6,220;-6,090;-4,680;-3,750;-2,500;-,860;,080;,260;,460;,510;,610;,520
590543520100010199;20230424;En. Czynna zbilansowana;,240;,160;,140;,110;,130;,160;,110;-,970;-1,857;-1,662;-4,470;-5,400;-4,890;-3,530;-4,680;-4,440;-2,360;-,990;,170;,500;,470;,290;,520;,310
590543520100010199;20230425;En. Czynna zbilansowana;,160;,140;,120;,140;,120;,180;,040;,120;,060;-,200;-,360;,280;1,450;1,450;,990;,360;,610;,540;,740;,810;,740;,630;,740;,330
590543520100010199;20230426;En. Czynna zbilansowana;,760;,210;,110;,150;,130;,440;,140;-1,350;-,420;-1,660;-1,790;-1,910;-1,370;-,780;,000;-,940;-,600;-,500;,000;,330;,540;,560;,960;,260
590543520100010199;20230427;En. Czynna zbilansowana;,640;,140;,110;,110;,220;,280;-,060;-1,320;-3,170;-4,640;-5,150;-3,870;-2,970;-2,550;-,960;-2,020;-1,100;-,770;,360;,410;,590;,450;,900;,380
590543520100010199;20230428;En. Czynna zbilansowana;,730;,170;,220;,170;,140;,320;-,080;-1,410;-3,040;-3,040;-3,020;-5,360;-3,110;-2,620;-3,720;-3,380;-2,240;-1,040;-,130;,270;,600;,680;1,050;1,170
590543520100010199;20230429;En. Czynna zbilansowana;,460;,780;,190;,140;,180;-,060;-,500;-,980;-1,930;-3,630;-5,580;-5,950;-6,240;-5,210;-4,740;-3,040;-1,810;-,520;,350;1,400;,440;,410;,860;,450
590543520100010199;20230430;En. Czynna zbilansowana;,680;,160;,220;,190;,130;,390;,010;-,570;-1,520;-,930;-,350;-,370;-1,660;-4,170;-3,110;-3,320;-2,690;-1,300;,550;,160;,120;,360;,440;,300
590543520100010199;20230101;En.Czynna Oddana;,000;,000;,000;,000;,000;,000;,000;,010;,160;,990;,440;2,070;2,210;1,010;,260;,010;,000;,000;,000;,000;,000;,000;,000;,000
590543520100010199;20230102;En.Czynna Oddana;,000;,000;,000;,000;,000;,000;,000;,000;,040;,330;,450;,380;,140;,010;,010;,000;,000;,000;,000;,000;,000;,000;,000;,000
590543520100010199;20230103;En.Czynna Oddana;,000;,000;,000;,000;,000;,000;,000;,000;,520;,660;,090;,510;1,040;,350;,020;,000;,000;,000;,000;,000;,000;,000;,000;,000
590543520100010199;20230104;En.Czynna Oddana;,000;,000;,000;,000;,000;,000;,000;,000;,020;,550;1,140;1,060;,420;,080;,000;,000;,000;,000;,000;,000;,000;,000;,000;,000
590543520100010199;20230105;En.Czynna Oddana;,000;,000;,000;,000;,000;,000;,000;,000;,010;,110;,110;,690;,090;,000;,020;,000;,000;,000;,000;,000;,000;,000;,000;,000
590543520100010199;20230106;En.Czynna Oddana;,000;,000;,000;,000;,000;,000;,000;,000;,000;,000;,000;,060;,000;,000;,000;,000;,000;,000;,000;,000;,000;,000;,000;,000
